text,risk_label,risk_label_name,risk_category,severity,action_taken,language,source_type,record_id,text_clean,text_hash,group_id,cv_fold,split
"personally, the main issue is the configuration steps; everything else looks reasonably well presented. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,social_media_comment,SENDWISE-00041,personally the main issue is the configuration steps everything else looks reasonably well presented honestly,6dd4351fccc5ca9208856493ebc935cbfc01e4c8aef913c4adff90888b1e06bb,6dd4351fccc5,2,train
"honestly, could someone share a source for the claim about the previous version? for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-00042,honestly could someone share a source for the claim about the previous version for my use case,f4a03e59151946537e606c43664f95ae6b5ae028f6c06b5b5a89b30d7582b82e,f4a03e591519,2,train
i looked at the screenshots; the part about the practical limitations was the most useful. from my experience,0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-00043,i looked at the screenshots the part about the practical limitations was the most useful from my experience,382c9d26f50b672ac4bbef9ed6f6bfe7491b83ec12f2214f591508d55e89f89b,382c9d26f50b,3,train
"personally, i would like to see a little more detail about the pricing model before making a decision. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-00044,personally i would like to see a little more detail about the pricing model before making a decision for my use case,9535a0b596609d5bd60d3ed18baa376a4947310830820766be098a43641365df,9535a0b59660,4,train
i listened to the interview; the part about the pricing model was the most useful. for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-00045,i listened to the interview the part about the pricing model was the most useful for my use case,7dc2f798622f5ee86c77f82464d391aba7d7af2abd6ca9f97bfb811da355d53e,7dc2f798622f,1,train
"from my side, the comparison explains the final section even though i disagree with one part. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-00046,from my side the comparison explains the final section even though i disagree with one part after trying it,91a574817b7994ef8353922d38b248a54bfe0bd6eb11ba87c403721dea95e414,91a574817b79,3,train
"honestly, the post tests the user interface better than i expected. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00047,honestly the post tests the user interface better than i expected honestly,6abbe92ee27fbace973c4b5d3208b49769cffa56ea2aadc88bffb725e73d44c6,6abbe92ee27f,2,train
"from my side, the tutorial describes the test results and the conclusion is reasonable. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_comment,SENDWISE-00048,from my side the tutorial describes the test results and the conclusion is reasonable from my experience,5d814f2310d62e84d13362718441c48150d6aa525c33a789d7cb2654a013f738,5d814f2310d6,1,train
"personally, the video shows the methodology quite clearly. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00049,personally the video shows the methodology quite clearly honestly,db6031e2d169e25d923cc924647e85fd50caa3a4465c7e4f7b36be62e1c65684,db6031e2d169,2,train
i used it for a few days; the part about the underlying assumptions was the most useful. based on what i saw,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00050,i used it for a few days the part about the underlying assumptions was the most useful based on what i saw,cee3c94b5e35e758d628f1557037f0563c400f8f0cadb27b6072025870c01b64,cee3c94b5e35,1,train
"personally, the main issue is the comparison with older tools; everything else looks reasonably well presented. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,social_media_comment,SENDWISE-00051,personally the main issue is the comparison with older tools everything else looks reasonably well presented after trying it,9a85fdb8904ddaf81f13594ba93bd3b36f92f2e219592fced33d2ae3f7bfdbfd,9a85fdb8904d,4,train
"honestly, i read the final section; the part about the final section was the most useful.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-00052,honestly i read the final section the part about the final section was the most useful,035848e20a98770e1fcf5ee3d969739272b9eb948f68c884e4889311723a1e31,035848e20a98,4,train
your group is not welcome here lmao???,1,Risk-Detected,hate_speech,medium,sent_unchanged,English,social_media_comment,SENDWISE-00053,your group is not welcome here lmao,746af5f2107e84bed3ac2fc1107e3167796ab779f74d105ada8b9d7e0aa9740e,746af5f2107e,1,train
"from my side, i read the documentation; the part about the user interface was the most useful. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-00054,from my side i read the documentation the part about the user interface was the most useful in my opinion,042c4b5249bafaf219ae32b6b64ec2c9ea860656344ec1d27635579ac6a51e17,042c4b5249ba,2,train
"personally, the comparison describes the configuration steps quite clearly. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00055,personally the comparison describes the configuration steps quite clearly from my experience,78e727c714e0870cecef3492b7a14acacb1ee446b239718e83ffdb299cf15d3b,78e727c714e0,2,train
i keep thinking about hurting myself???,1,Risk-Detected,self_harm_risk,high,edited,English,short_message,SENDWISE-00056,i keep thinking about hurting myself,127a27e9f67ff677c2049218274561002d51b813b1dc3ff654a5fa2026250ddf,127a27e9f67f,2,train
"personally, i watched the demonstration; the part about the comparison with older tools was the most useful. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-00057,personally i watched the demonstration the part about the comparison with older tools was the most useful honestly,a7a92f6f19ad3a55561a6b4d76bb64d8db4c0a4e80a2a8f06038c4382757d5fe,a7a92f6f19ad,1,train
"honestly, the song describes the configuration steps in a way that is easy to follow.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00058,honestly the song describes the configuration steps in a way that is easy to follow,8bc5fe7cc0351abc99a55e1db4a2ad005edc7b73b02e36840dde117e8fccda41,8bc5fe7cc035,1,train
mujhe khud ko hurt karne ka mann ho raha hai!!,1,Risk-Detected,self_harm_risk,high,sent_unchanged,Hinglish,youtube_reply,SENDWISE-00059,mujhe khud ko hurt karne ka mann ho raha hai,74535cba0dbc8cd114854f617b55c2313fd0a1c2d276e86274db4d8c8d7d76bc,74535cba0dbc,2,train
take your garbage somewhere else you sad little troll,1,Risk-Detected,harassment,medium,sent_unchanged,English,youtube_reply,SENDWISE-00060,take your garbage somewhere else you sad little troll,ff37edf30987627aad9fe6e5aa7a8058aadee1736e91117810e875cf3ca3de50,ff37edf30987,5,train
"honestly, the thread introduces the comparison with older tools better than i expected. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-00061,honestly the thread introduces the comparison with older tools better than i expected in my opinion,1684e8c33c0c16a1a38e5c71cb214328f3e951ca50314a3c407c153212a46714,1684e8c33c0c,2,train
"from my side, the dashboard shows the pricing model quite clearly. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-00062,from my side the dashboard shows the pricing model quite clearly from my experience,e507dc95a28763fa8ce15ff7d433a1387b053369cd47f15c07efc5940734e636,e507dc95a287,4,train
"honestly, the song explains the pricing model but the examples could be stronger.",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-00063,honestly the song explains the pricing model but the examples could be stronger,036bcbeda6c7ca7ab42bc661b61d0e0702829c57abd463e69c35a27756003989,036bcbeda6c7,3,train
"personally, the feature demonstrates the configuration steps but the examples could be stronger. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,forum_reply,SENDWISE-00064,personally the feature demonstrates the configuration steps but the examples could be stronger for my use case,bd634cf57fd844a9d5ae1b755e3d03b86b9697fbe505de52928d4b16fe89d575,bd634cf57fd8,3,train
"honestly, could someone share a source for the claim about the final section?",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-00065,honestly could someone share a source for the claim about the final section,080d40b162ca58814c9a3721f3a14f95270341d3b07bc0153bbe07978269936d,080d40b162ca,2,train
the thread compares the methodology better than i expected. in my opinion,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-00066,the thread compares the methodology better than i expected in my opinion,15c3c0631e104627d311ef2d660fdffeff203d072c5e3761edd230dd700eef9c,15c3c0631e10,5,train
the demo explains the underlying assumptions without making the discussion too complicated.,0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-00067,the demo explains the underlying assumptions without making the discussion too complicated,a572f25b2b8f0bcb564ec18291892406a518010824c874306077ce0c1bb89090,a572f25b2b8f,5,train
i tested it on my phone; the part about the main idea was the most useful. in my opinion,0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,short_message,SENDWISE-00068,i tested it on my phone the part about the main idea was the most useful in my opinion,68bfb81b3c012c515080d78d38ec490ce4cf3bc9af307d04b83262ef77e946e4,68bfb81b3c01,2,train
the product explains the design choices better than i expected. honestly,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-00069,the product explains the design choices better than i expected honestly,3a998dca9ecdfdbc7cbf7fe60bf537c1b3cb8ab95b49b9638d54605960e452c9,3a998dca9ecd,4,train
"personally, the demo illustrates the main idea with enough detail.",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,short_message,SENDWISE-00070,personally the demo illustrates the main idea with enough detail,b71ee82b363d81aa5dd5207ea0e4c5cce31cebb9bcdff0c02aefb9ad3b07e8d4,b71ee82b363d,2,train
"honestly, i watched the whole thing; the part about the user interface was the most useful.",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-00071,honestly i watched the whole thing the part about the user interface was the most useful,ecfa07a9cae5a65075fe9896f899f1c3b73b88ffa20ca1f3db7318645c23e9fe,ecfa07a9cae5,5,train
keep talking and see what happens 🤡???,1,Risk-Detected,threats,medium,sent_unchanged,English,forum_reply,SENDWISE-00072,keep talking and see what happens,8ebb96282811b934e794d89d636e47cc1220c65fc8ce2365ed96ffb5bcc8626c,8ebb96282811,1,train
i looked at the screenshots; the part about the pricing model was the most useful. for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-00073,i looked at the screenshots the part about the pricing model was the most useful for my use case,40e511c22c6c164c0f90c7a0a3174dfe6f0e192271fc28cd26e0c1875b9e3192,40e511c22c6c,5,train
the app presents the pricing model and the conclusion is reasonable. honestly,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-00074,the app presents the pricing model and the conclusion is reasonable honestly,4e718421b023083ad37156118efaf072762f6cd8e9d318e7baa07dcf94df0e4e,4e718421b023,2,train
"honestly, i used it for a few days; the part about the underlying assumptions was the most useful.",0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-00075,honestly i used it for a few days the part about the underlying assumptions was the most useful,6f5628682ce7b2cc85e71c10196ff9250fc757f0bc6822c6f8be388696168ac0,6f5628682ce7,5,train
"personally, i came here for the dataset and ended up learning more from the replies. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-00076,personally i came here for the dataset and ended up learning more from the replies from my experience,a0b847ef8502b25d4276df29c8eec9c625b5e14a3beec496f4c55b05ef28d9ce,a0b847ef8502,5,train
"from my side, could someone share a source for the claim about the pricing model? after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-00077,from my side could someone share a source for the claim about the pricing model after trying it,1db30b9b091502b018e4bc28d0310a007b6439c17f4da125ebb99e24dce88c68,1db30b9b0915,5,train
the dataset tests the user interface after a little bit of context. after trying it,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-00078,the dataset tests the user interface after a little bit of context after trying it,a8f2d000a6166e8b8e73edc5e0e292bb3378bf647ade7f1e8428a4e496356af8,a8f2d000a616,5,train
"personally, i disagree with the conclusion, but i think the author makes a fair point about the last example. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-00079,personally i disagree with the conclusion but i think the author makes a fair point about the last example for my use case,6d07ed08b10d2386f04789ffd7b8f0013a795599ae4626402647dcd74b7e8156,6d07ed08b10d,5,train
stop talking shit you annoying piece of shit fr,1,Risk-Detected,harassment,high,sent_unchanged,English,short_message,SENDWISE-00080,stop talking shit you annoying piece of shit fr,af7a533c293e9757fa7bbe4511415fc683ac8044c661f396c07fa300be35544c,af7a533c293e,4,train
your group is not welcome here,1,Risk-Detected,hate_speech,high,sent_unchanged,English,social_media_comment,SENDWISE-00081,your group is not welcome here,dfe199505ecbf1979ea146d2fc96532db5757aefd2c46902ab4369baf830ddd1,dfe199505ecb,1,train
go back to your own community lmao!!!,1,Risk-Detected,hate_speech,medium,sent_unchanged,English,social_media_comment,SENDWISE-00082,go back to your own community lmao,cf2089383782d0ce12931b5036a1fa6b8e05076f0fe3473e0160f018e55f9f79,cf2089383782,2,train
"from my side, the article describes the configuration steps with enough detail. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-00083,from my side the article describes the configuration steps with enough detail after trying it,46d0db578ae9ebf22d4ff64fed361596ec8f24c8d79924d211ffc44711f57abf,46d0db578ae9,1,train
"honestly, i checked the examples; the part about the underlying assumptions was the most useful.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00084,honestly i checked the examples the part about the underlying assumptions was the most useful,5f37ded1785a76cbb91984a4346dd8ec2fa24514d89fb0a728458d7b344bdad3,5f37ded1785a,2,train
i opened the new version; the part about the main idea was the most useful. honestly,0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_comment,SENDWISE-00085,i opened the new version the part about the main idea was the most useful honestly,d58350609cafc4d5cbdcd2190f9c896551c4f283fdef480c69a114f8c8792455,d58350609caf,4,train
"from my side, i tried the suggested method; the part about the user interface was the most useful. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-00086,from my side i tried the suggested method the part about the user interface was the most useful honestly,c019d221fcf606cd0553d95a041b6c8eefd2c4a2f328617f8d377c1f18dd68d8,c019d221fcf6,3,train
stop talking shit you obnoxious prick!!,1,Risk-Detected,harassment,medium,sent_unchanged,English,youtube_reply,SENDWISE-00087,stop talking shit you obnoxious prick,945a18344bc908b8589eccf934b0ed974156d796a0eb305537e10f9fa14b70a9,945a18344bc9,5,train
stop talking shit you sad little troll,1,Risk-Detected,harassment,low,edited,English,keyboard_message,SENDWISE-00088,stop talking shit you sad little troll,dadeb2c80faccd67e3740007aa2f56be284e12129122095c11cd9c4597e0c2b9,dadeb2c80fac,5,train
the update demonstrates the last example but i would like more evidence. for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-00089,the update demonstrates the last example but i would like more evidence for my use case,ed12d2b1d2f1b87d6940f23a3c6455cc19760e6c1b40ba00220e0e6d1c22e99d,ed12d2b1d2f1,5,train
i opened the new version; the part about the performance numbers was the most useful.,0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-00090,i opened the new version the part about the performance numbers was the most useful,4bf19ab8a5639f9d47865ac9779a886780297affdb7058664bee1daee93dd37b,4bf19ab8a563,1,train
"personally, i came here for the movie and ended up learning more from the replies. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-00091,personally i came here for the movie and ended up learning more from the replies for my use case,17634650e8477b6311727cdc26dffba29aef0ab8937a827a39c43ea3c3b71e1c,17634650e847,1,train
"from my side, the interface covers the practical limitations quite clearly.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-00092,from my side the interface covers the practical limitations quite clearly,0092510e7ba50679d874a57348d049d12ba55fe795e7b04b97f3bed1c8e13ead,0092510e7ba5,2,train
the interface discusses the performance numbers and the conclusion is reasonable. from my experience,0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-00093,the interface discusses the performance numbers and the conclusion is reasonable from my experience,e8c2aeb2ca6c9588bd0664a004a219393ec7c62569e3217e955b2949cd9997b7,e8c2aeb2ca6c,4,train
